emotion,sentence
guilty,تلاشم برای تصحیح این خطا بی نتیجه بود و اکنون پشیمانی می‌کنم.
guilty,در واقع، هر روز به خاطر این اشتباه خودم را مجازات می‌کنم.
guilty,به خودم پشیمان هستم که در این موقعیت قرار گرفتم.
guilty,احساس ناامیدی و بی‌راهی را به خاطر این خطا تجربه می‌کنم.
guilty,هیچوقت نمی‌توانم از این شرمساری و ننگ عبور کنم.
guilty,همیشه احساس گناهکاری و خنثی شدن ارزشهایم را تجربه می‌کنم.
guilty,نمی‌توانم به خودم ببخشم و این عذاب را به شدت تجربه می‌کنم.
guilty,هیچوقت نمی‌توانم از این خودکشی عاطفی عبور کنم.
guilty,احساس بی‌اهمیتی و ناکارآمدی را به خاطر این گناه تجربه می‌کنم.
guilty,از خودم عصبانی هستم که به این سادگی فرصت را از دست دادم.
guilty,تلاشم برای جبران این خطا ناکام ماند و به شدت پشیمانم.
guilty,به خودم خیانت کردم و از این کار پشیمانم تا آخر عمر.
guilty,احساس پوچی و خنثی شدن ارزشهایم را به خاطر این اشتباه تجربه می‌کنم.
guilty,نمی‌توانم از این حس ترس و ناامیدی عبور کنم.
guilty,همیشه احساس تنفر و تحقیر خودم را به خاطر این خطا تجربه می‌کنم.
guilty,به خودم تنفر دارم و این احساس ناکامی را به شدت تجربه می‌کنم.
guilty,همیشه پشیمان هستم که به این سادگی تسلیم شدم.
guilty,عمرم را برای این اشتباه بزرگ تلف کردم و این مرگ تدریجی را می‌بینم.
guilty,هیچوقت نمی‌توانم از این حس بدبختی و تنهایی عبور کنم.
guilty,احساس عذاب وجدان به خاطر این گناه را به شدت تجربه می‌کنم.
guilty,تلاشم برای تصحیح این خطا بی نتیجه بود و اکنون پشیمانی می‌کنم.
guilty,در واقع، هر روز به خاطر این اشتباه خودم را مجازات می‌کنم.
guilty,به خودم پشیمان هستم که در این موقعیت قرار گرفتم.
guilty,احساس ناامیدی و بی‌راهی را به خاطر این خطا تجربه می‌کنم.
guilty,هیچوقت نمی‌توانم از این شرمساری و ننگ عبور کنم.
guilty,همیشه احساس گناهکاری و خنثی شدن ارزشهایم را تجربه می‌کنم.
guilty,نمی‌توانم به خودم ببخشم و این عذاب را به شدت تجربه می‌کنم.
guilty,هیچوقت نمی‌توانم از این خودکشی عاطفی عبور کنم.
guilty,احساس بی‌اهمیتی و ناکارآمدی را به خاطر این گناه تجربه می‌کنم.
guilty,از خودم عصبانی هستم که به این سادگی فرصت را از دست دادم.
guilty,تلاشم برای جبران این خطا ناکام ماند و به شدت پشیمانم.
guilty,به خودم خیانت کردم و از این کار پشیمانم تا آخر عمر.
guilty,احساس پوچی و خنثی شدن ارزشهایم را به خاطر این اشتباه تجربه می‌کنم.
guilty,نمی‌توانم از این حس ترس و ناامیدی عبور کنم.
guilty,همیشه احساس تنفر و تحقیر خودم را به خاطر این خطا تجربه می‌کنم.
guilty,به خودم تنفر دارم و این احساس ناکامی را به شدت تجربه می‌کنم.
guilty,همیشه پشیمان هستم که به این سادگی تسلیم شدم.
guilty,عمرم را برای این اشتباه بزرگ تلف کردم و این مرگ تدریجی را می‌بینم.
guilty,هیچوقت نمی‌توانم از این حس بدبختی و تنهایی عبور کنم.
guilty,احساس عذاب وجدان به خاطر این گناه را به شدت تجربه می‌کنم.
guilty,تلاشم برای تصحیح این خطا بی نتیجه بود و اکنون پشیمانی می‌کنم.
guilty,در واقع، هر روز به خاطر این اشتباه خودم را مجازات می‌کنم.
guilty,به خودم پشیمان هستم که در این موقعیت قرار گرفتم.
guilty,احساس ناامیدی و بی‌راهی را به خاطر این خطا تجربه می‌کنم.
guilty,هیچوقت نمی‌توانم از این شرمساری و ننگ عبور کنم.
guilty,همیشه احساس گناهکاری و خنثی شدن ارزشهایم را تجربه می‌کنم.
guilty,نمی‌توانم به خودم ببخشم و این عذاب را به شدت تجربه می‌کنم.
guilty,هیچوقت نمی‌توانم از این خودکشی عاطفی عبور کنم.
guilty,احساس بی‌اهمیتی و ناکارآمدی را به خاطر این گناه تجربه می‌کنم.
guilty,از خودم عصبانی هستم که به این سادگی فرصت را از دست دادم.
guilty,تلاشم برای جبران این خطا ناکام ماند و به شدت پشیمانم.
guilty,به خودم خیانت کردم و از این کار پشیمانم تا آخر عمر.
guilty,احساس پوچی و خنثی شدن ارزشهایم را به خاطر این اشتباه تجربه می‌کنم.
guilty,نمی‌توانم از این حس ترس و ناامیدی عبور کنم.
guilty,همیشه احساس تنفر و تحقیر خودم را به خاطر این خطا تجربه می‌کنم.
guilty,به خودم تنفر دارم و این احساس ناکامی را به شدت تجربه می‌کنم.
guilty,همیشه پشیمان هستم که به این سادگی تسلیم شدم.
guilty,عمرم را برای این اشتباه بزرگ تلف کردم و این مرگ تدریجی را می‌بینم.
guilty,هیچوقت نمی‌توانم از این حس بدبختی و تنهایی عبور کنم.
guilty,احساس عذاب وجدان به خاطر این گناه را به شدت تجربه می‌کنم.
guilty,تلاشم برای تصحیح این خطا بی نتیجه بود و اکنون پشیمانی می‌کنم.
guilty,در واقع، هر روز به خاطر این اشتباه خودم را مجازات می‌کنم.
guilty,به خودم پشیمان هستم که در این موقعیت قرار گرفتم.
guilty,احساس ناامیدی و بی‌راهی را به خاطر این خطا تجربه می‌کنم.
guilty,هیچوقت نمی‌توانم از این شرمساری و ننگ عبور کنم.
guilty,همیشه احساس گناهکاری و خنثی شدن ارزشهایم را تجربه می‌کنم.
guilty,نمی‌توانم به خودم ببخشم و این عذاب را به شدت تجربه می‌کنم.
guilty,هیچوقت نمی‌توانم از این خودکشی عاطفی عبور کنم.
guilty,احساس بی‌اهمیتی و ناکارآمدی را به خاطر این گناه تجربه می‌کنم.
guilty,از خودم عصبانی هستم که به این سادگی فرصت را از دست دادم.
guilty,تلاشم برای جبران این خطا ناکام ماند و به شدت پشیمانم.
guilty,به خودم خیانت کردم و از این کار پشیمانم تا آخر عمر.
guilty,احساس پوچی و خنثی شدن ارزشهایم را به خاطر این اشتباه تجربه می‌کنم.
guilty,نمی‌توانم از این حس ترس و ناامیدی عبور کنم.
guilty,همیشه احساس تنفر و تحقیر خودم را به خاطر این خطا تجربه می‌کنم.
guilty,به خودم تنفر دارم و این احساس ناکامی را به شدت تجربه می‌کنم.
guilty,همیشه پشیمان هستم که به این سادگی تسلیم شدم.
guilty,عمرم را برای این اشتباه بزرگ تلف کردم و این مرگ تدریجی را می‌بینم.
guilty,هیچوقت نمی‌توانم از این حس بدبختی و تنهایی عبور کنم.
guilty,احساس عذاب وجدان به خاطر این گناه را به شدت تجربه می‌کنم.
guilty,تلاشم برای تصحیح این خطا بی نتیجه بود و اکنون پشیمانی می‌کنم.
guilty,در واقع، هر روز به خاطر این اشتباه خودم را مجازات می‌کنم.
guilty,به خودم پشیمان هستم که در این موقعیت قرار گرفتم.
guilty,احساس ناامیدی و بی‌راهی را به خاطر این خطا تجربه می‌کنم.
guilty,هیچوقت نمی‌توانم از این شرمساری و ننگ عبور کنم.
